650.752,16.1822,2.96362,1.07067,0.571554,0.248508,0.125599,0.0837209,0.051108
575.431,14.1161,2.52914,0.805522,0.424088,0.18499,0.101598,0.0613153,0.0368028
512.412,13.5785,2.18001,0.735011,0.364073,0.152439,0.081922,0.0505471,0.0308076
485.206,12.6776,2.07939,0.689525,0.28334,0.125417,0.0743858,0.0436344,0.025069
468.327,12.0243,1.94155,0.648167,0.247665,0.113794,0.0682407,0.0371314,0.0226726
458.167,11.3453,1.85127,0.612926,0.228552,0.106239,0.0619634,0.0341353,0.0206763
438.891,10.8699,1.80476,0.575297,0.213499,0.0998295,0.0574169,0.0309539,0.0183935
429.736,10.4948,1.66146,0.544744,0.201678,0.0958589,0.0529069,0.0294421,0.0171586
422.972,10.2832,1.61303,0.520508,0.192811,0.0935035,0.0491375,0.028009,0.0161769
412.75,10.0633,1.55521,0.48563,0.187524,0.0854349,0.045949,0.027095,0.0155682
347.137,8.58327,1.23705,0.357159,0.132653,0.0599653,0.0321884,0.0183265,0.0108636
315.799,7.76976,1.08908,0.304997,0.106809,0.0506438,0.0263647,0.014085,0.00847606
295.59,7.22156,0.982424,0.271702,0.094906,0.0435131,0.0222822,0.0117983,0.00714297
282.411,6.8785,0.915722,0.246924,0.0863486,0.0385772,0.0191132,0.0104644,0.00616779
270.719,6.58865,0.859062,0.229282,0.0778411,0.0350673,0.0172751,0.00918657,0.00551474
260.175,6.33567,0.80442,0.213196,0.0722904,0.0319205,0.0159277,0.00845048,0.00497428
251.161,6.11105,0.765098,0.200466,0.0681482,0.0292149,0.014751,0.00778358,0.00451536
242.934,5.88007,0.729409,0.187858,0.0635719,0.0276259,0.0137187,0.00716386,0.00416351
235.31,5.70395,0.705395,0.178772,0.0599084,0.0259382,0.0127489,0.00674231,0.00389975
194.365,4.55737,0.521959,0.125107,0.0407455,0.0165244,0.00788013,0.00395733,0.00229042
171.501,3.95354,0.430986,0.0990739,0.0315932,0.012615,0.00578596,0.00288526,0.00163308
155.781,3.55626,0.374698,0.0832563,0.0261767,0.0101682,0.0045718,0.00229061,0.00127863
144.285,3.26124,0.33401,0.0717788,0.0222104,0.00855,0.00378527,0.00188729,0.0010309
134.201,3.02705,0.300563,0.0638555,0.0193933,0.00744491,0.00323905,0.00159548,0.00087189
126.512,2.82063,0.274894,0.0572188,0.0172565,0.00654882,0.00280849,0.00138364,0.000746376
119.298,2.65482,0.254672,0.0522408,0.0156178,0.00583257,0.00249888,0.00121077,0.000653197
112.953,2.49938,0.236706,0.0479903,0.0140978,0.00525536,0.00224918,0.00107274,0.000576571
107.592,2.36576,0.221114,0.0443528,0.0129377,0.00479178,0.00202113,0.000960485,0.000513703
23.0328,0.470918,0.0342118,0.00544574,0.00126222,0.000384709,0.000139024,5.70751E-05,0.000026858
17.2677,0.349616,0.0245999,0.00374507,0.000842826,0.000247549,8.76076E-05,3.52009E-05,1.61408E-05
12.5963,0.251654,0.016772,0.00245471,0.000526521,0.000149052,5.13536E-05,2.00469E-05,8.91118E-06
1.2859,0.0188964,0.000677993,5.22401E-05,4.27324E-06,1.94361E-06,3.57317E-07,5.58599E-08,2.91635E-08
23.0328,0.470918,0.0342118,0.00544574,0.00126222,0.000384709,0.000139024,5.70751E-05,0.000026858
17.2677,0.349616,0.0245999,0.00374507,0.000842826,0.000247549,8.76076E-05,3.52009E-05,1.61408E-05
12.5963,0.251654,0.016772,0.00245471,0.000526521,0.000149052,5.13536E-05,2.00469E-05,8.91118E-06
8.58902,0.165445,0.0100887,0.00137466,0.000278983,7.53125E-05,2.43534E-05,9.37346E-06,3.9939E-06
1.2859,0.0188964,0.000677993,5.22401E-05,4.27324E-06,1.94361E-06,3.57317E-07,5.58599E-08,2.91635E-08
