9.76914,3.77334,1.99488,1.17556,0.250852,0.103774,0.045297,0.0254089,0.0185434,0.00837188,0.0048896
8.01614,3.08485,1.54552,0.882079,0.182814,0.0889899,0.036098,0.0202853,0.0131629,0.0065095,0.00383988
7.10264,2.65982,1.31276,0.721928,0.152728,0.0742604,0.0312215,0.0171811,0.011315,0.00550899,0.00335674
6.52711,2.41487,1.22948,0.662971,0.140699,0.0633514,0.0289839,0.0154695,0.0101947,0.00493684,0.00314589
5.90723,2.24605,1.15337,0.622952,0.133402,0.060131,0.0273069,0.014263,0.00955183,0.00453085,0.00295549
5.45926,2.17014,1.10729,0.587208,0.12709,0.0569642,0.0262481,0.012744,0.00884037,0.00425089,0.00273741
5.17545,2.04958,1.03764,0.562348,0.120555,0.0543895,0.0254565,0.0121331,0.00806187,0.00397864,0.00255094
4.91736,1.97778,0.981403,0.544939,0.117738,0.0509052,0.0247709,0.011654,0.00749926,0.00385863,0.00247633
4.69739,1.91435,0.940818,0.517878,0.113148,0.0479609,0.0233663,0.0114412,0.00703564,0.00364731,0.00234991
4.54164,1.86815,0.90853,0.504728,0.109528,0.0461755,0.0224849,0.0110724,0.00652796,0.00351399,0.00227951
3.51007,1.49718,0.722906,0.385301,0.0839422,0.0354645,0.0167009,0.00875978,0.00493177,0.00272018,0.00172498
3.04735,1.3255,0.623377,0.325975,0.0717636,0.0308955,0.0142749,0.00752711,0.0039872,0.00227002,0.00142224
2.6856,1.1862,0.551233,0.284388,0.0634066,0.0271896,0.012814,0.00663903,0.00356748,0.00202518,0.00124269
2.4448,1.09826,0.501549,0.259938,0.0576391,0.0248716,0.0116691,0.00603747,0.00317817,0.00184627,0.00111421
2.31039,1.02298,0.47255,0.245669,0.0530242,0.0228956,0.0108098,0.00565778,0.00295415,0.00171407,0.00103172
2.18852,0.959482,0.446002,0.228475,0.0498335,0.0216105,0.0101233,0.00531465,0.00275787,0.00160806,0.000960095
2.06338,0.903944,0.423796,0.213917,0.0470879,0.0205077,0.0095934,0.0050148,0.00259839,0.0015178,0.000899988
1.96956,0.854812,0.405224,0.204991,0.0450507,0.0193968,0.00911828,0.00474111,0.00246376,0.00141307,0.000853737
1.89203,0.817922,0.388162,0.195585,0.0428257,0.0186077,0.00871791,0.00451876,0.0023307,0.00134531,0.000806814
1.39577,0.607667,0.289553,0.143896,0.030981,0.0135373,0.00629815,0.00319355,0.00166116,0.000929877,0.000561162
1.17052,0.506374,0.240046,0.119267,0.0253333,0.0111068,0.00514105,0.00255007,0.00134243,0.000745187,0.000448047
1.01197,0.439188,0.207292,0.102927,0.0218498,0.00952873,0.00436471,0.00218395,0.00113907,0.000628405,0.000376541
0.903566,0.394276,0.185005,0.0921991,0.0195466,0.00836582,0.00382955,0.00191252,0.000997031,0.000547612,0.000323261
0.823768,0.359134,0.168384,0.0838824,0.0176323,0.00755766,0.00342251,0.00171401,0.000893616,0.000488062,0.000288508
0.758878,0.329311,0.155123,0.0768189,0.0161163,0.0068682,0.00311423,0.00155474,0.000811762,0.000439583,0.0002611
0.703614,0.304918,0.143255,0.0710495,0.0149207,0.00633411,0.0028668,0.00142295,0.000739178,0.000403573,0.000238683
0.655082,0.283588,0.133992,0.0661459,0.0138676,0.00584921,0.00266028,0.00131832,0.000681441,0.000374525,0.000219276
0.103935,0.0447927,0.0208069,0.0102018,0.00203307,0.000837498,0.00036515,0.000175249,8.77522E-05,4.71803E-05,2.62431E-05
0.0756811,0.0324615,0.0151953,0.00740723,0.00145966,0.00059889,0.000259653,0.00012307,6.18173E-05,3.30293E-05,1.82279E-05
0.0524686,0.0224783,0.0105492,0.0051085,0.00100394,0.000411111,0.000176604,8.24696E-05,4.17874E-05,2.19413E-05,1.19804E-05
0.0324678,0.0140308,0.00652321,0.00314931,0.000610637,0.000247307,0.000104309,4.78462E-05,2.42923E-05,1.25045E-05,6.77811E-06
0.000989237,0.000454069,0.000153964,6.25204E-05,1.66502E-05,4.14605E-06,8.42972E-07,7.14564E-07,7.15143E-07,2.6628E-07,1.70933E-07
0.103935,0.0447927,0.0208069,0.0102018,0.00203307,0.000837498,0.00036515,0.000175249,8.77522E-05,4.71803E-05,2.62431E-05
0.0756811,0.0324615,0.0151953,0.00740723,0.00145966,0.00059889,0.000259653,0.00012307,6.18173E-05,3.30293E-05,1.82279E-05
0.0524686,0.0224783,0.0105492,0.0051085,0.00100394,0.000411111,0.000176604,8.24696E-05,4.17874E-05,2.19413E-05,1.19804E-05
0.0324678,0.0140308,0.00652321,0.00314931,0.000610637,0.000247307,0.000104309,4.78462E-05,2.42923E-05,1.25045E-05,6.77811E-06
0.000989237,0.000454069,0.000153964,6.25204E-05,1.66502E-05,4.14605E-06,8.42972E-07,7.14564E-07,7.15143E-07,2.6628E-07,1.70933E-07
